"formula","material_ID","Li_Chempot_Min","Li_Chempot_Max","max_oxidation_state","min_oxidation_state","Eng-maxOxi","Eng-minOXi","MagpieData minimum Number","MagpieData maximum Number","MagpieData range Number","MagpieData mean Number","MagpieData avg_dev Number","MagpieData mode Number","MagpieData minimum MendeleevNumber","MagpieData maximum MendeleevNumber","MagpieData range MendeleevNumber","MagpieData mean MendeleevNumber","MagpieData avg_dev MendeleevNumber","MagpieData mode MendeleevNumber","MagpieData minimum AtomicWeight","MagpieData maximum AtomicWeight","MagpieData range AtomicWeight","MagpieData mean AtomicWeight","MagpieData avg_dev AtomicWeight","MagpieData mode AtomicWeight","MagpieData minimum MeltingT","MagpieData maximum MeltingT","MagpieData range MeltingT","MagpieData mean MeltingT","MagpieData avg_dev MeltingT","MagpieData mode MeltingT","MagpieData minimum Column","MagpieData maximum Column","MagpieData range Column","MagpieData mean Column","MagpieData avg_dev Column","MagpieData mode Column","MagpieData minimum Row","MagpieData maximum Row","MagpieData range Row","MagpieData mean Row","MagpieData avg_dev Row","MagpieData mode Row","MagpieData minimum CovalentRadius","MagpieData maximum CovalentRadius","MagpieData range CovalentRadius","MagpieData mean CovalentRadius","MagpieData avg_dev CovalentRadius","MagpieData mode CovalentRadius","MagpieData minimum Electronegativity","MagpieData maximum Electronegativity","MagpieData range Electronegativity","MagpieData mean Electronegativity","MagpieData avg_dev Electronegativity","MagpieData mode Electronegativity","MagpieData minimum NsValence","MagpieData maximum NsValence","MagpieData range NsValence","MagpieData mean NsValence","MagpieData avg_dev NsValence","MagpieData mode NsValence","MagpieData minimum NpValence","MagpieData maximum NpValence","MagpieData range NpValence","MagpieData mean NpValence","MagpieData avg_dev NpValence","MagpieData mode NpValence","MagpieData minimum NdValence","MagpieData maximum NdValence","MagpieData range NdValence","MagpieData mean NdValence","MagpieData avg_dev NdValence","MagpieData mode NdValence","MagpieData minimum NfValence","MagpieData maximum NfValence","MagpieData range NfValence","MagpieData mean NfValence","MagpieData avg_dev NfValence","MagpieData mode NfValence","MagpieData minimum NValence","MagpieData maximum NValence","MagpieData range NValence","MagpieData mean NValence","MagpieData avg_dev NValence","MagpieData mode NValence","MagpieData minimum NsUnfilled","MagpieData maximum NsUnfilled","MagpieData range NsUnfilled","MagpieData mean NsUnfilled","MagpieData avg_dev NsUnfilled","MagpieData mode NsUnfilled","MagpieData minimum NpUnfilled","MagpieData maximum NpUnfilled","MagpieData range NpUnfilled","MagpieData mean NpUnfilled","MagpieData avg_dev NpUnfilled","MagpieData mode NpUnfilled","MagpieData minimum NdUnfilled","MagpieData maximum NdUnfilled","MagpieData range NdUnfilled","MagpieData mean NdUnfilled","MagpieData avg_dev NdUnfilled","MagpieData mode NdUnfilled","MagpieData minimum NfUnfilled","MagpieData maximum NfUnfilled","MagpieData range NfUnfilled","MagpieData mean NfUnfilled","MagpieData avg_dev NfUnfilled","MagpieData mode NfUnfilled","MagpieData minimum NUnfilled","MagpieData maximum NUnfilled","MagpieData range NUnfilled","MagpieData mean NUnfilled","MagpieData avg_dev NUnfilled","MagpieData mode NUnfilled","MagpieData minimum GSvolume_pa","MagpieData maximum GSvolume_pa","MagpieData range GSvolume_pa","MagpieData mean GSvolume_pa","MagpieData avg_dev GSvolume_pa","MagpieData mode GSvolume_pa","MagpieData minimum GSbandgap","MagpieData maximum GSbandgap","MagpieData range GSbandgap","MagpieData mean GSbandgap","MagpieData avg_dev GSbandgap","MagpieData mode GSbandgap","MagpieData minimum GSmagmom","MagpieData maximum GSmagmom","MagpieData range GSmagmom","MagpieData mean GSmagmom","MagpieData avg_dev GSmagmom","MagpieData mode GSmagmom","MagpieData minimum SpaceGroupNumber","MagpieData maximum SpaceGroupNumber","MagpieData range SpaceGroupNumber","MagpieData mean SpaceGroupNumber","MagpieData avg_dev SpaceGroupNumber","MagpieData mode SpaceGroupNumber"
"Li2CrFeO4","mp-755550",2.91560362399979,1.56913971461378,3,-2,7.20375,4.8025,3,26,23,11,7,8,1,87,86,56.75,30.25,87,6.941,55.845,48.904,23.2150875,15.35273125,15.9994,54.8,2180,2125.2,639.6975,677.90125,54.8,1,16,15,10,6,16,2,4,2,2.5,0.75,2,66,139,73,98.875,32.875,66,0.98,3.44,2.46,2.40125,1.03875,3.44,1,2,1,1.625,0.46875,2,0,4,4,2,2,4,0,6,6,1.375,2.0625,0,0,0,0,0,0,0,1,8,7,5,2,6,0,1,1,0.375,0.46875,0,0,2,2,1,1,2,0,5,5,1.125,1.6875,0,0,0,0,0,0,0,1,6,5,2.5,1.25,2,9.105,16.5933333333,7.4883333333,11.440833333325,2.5762499999875,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.26383285,0.4617074875,0,12,229,217,120.5,108.5,12
"SrLi2SiO4","mp-1191141",3.25899561923175,0.164539069792205,4,-2,9.285,4.6425,3,38,35,11.25,7.375,8,1,87,86,54.5,38.375,87,6.941,87.62,80.679,24.1981375,16.82730625,15.9994,54.8,1687,1632.2,482.9475,442.77625,54.8,1,16,15,10.25,6.6875,16,2,5,3,2.5,0.75,2,66,195,129,103.25,37.25,66,0.95,3.44,2.49,2.32125,1.11875,3.44,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4,2,6,0,1,1,0.25,0.375,0,0,4,4,1.5,1.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.75,0.8125,2,9.105,54.23,45.125,18.034583333325,9.6502083333375,9.105,0,0.773,0.773,0.096625,0.16909375,0,0,0,0,0,0,0,12,229,217,119.75,107.75,12
"Li2La(NO3)5","mp-1211252",4.62163831961882,2.89113146409037,5,-2,15.1869565217391,6.07478260869565,3,57,54,9.47826086956522,4.13232514177694,8,1,87,86,75.2173913043478,18.3175803402646,87,6.941,138.90547,131.96447,20.1222595652174,10.3289748204159,15.9994,54.8,1193,1138.2,140.76652173913,145.920037807183,54.8,1,16,15,13.9130434782609,3.19470699432892,16,2,6,4,2.17391304347826,0.332703213610586,2,66,207,141,78.6086956521739,19.7542533081285,66,0.98,3.44,2.46,3.03739130434783,0.526275992438563,3.44,1,2,1,1.91304347826087,0.158790170132325,2,0,4,4,3.26086956521739,0.964083175803403,4,0,1,1,0.043478260869565,0.083175803402647,0,0,0,0,0,0,0,1,6,5,5.21739130434783,1.02079395085066,6,0,1,1,0.086956521739131,0.158790170132325,0,0,3,3,1.95652173913043,0.510396975425331,2,0,9,9,0.391304347826087,0.748582230623819,0,0,0,0,0,0,0,1,9,8,2.43478260869565,0.816635160680529,2,9.105,36.8975,27.7925,12.1957789855043,4.03145085065785,9.105,0,6.437,6.437,1.39934782608696,2.19028355387524,0,0,0,0,0,0,0,12,229,217,78.3478260869565,86.5406427221172,12
"Li2MnF5","mp-556229",4.49735945241979,3.83434976879607,3,-1,8.77875,2.92625,3,25,22,9.5,3.875,9,1,93,92,64.875,35.15625,93,6.941,54.938045,47.997045,20.476507625,8.61538434375,18.9984032,53.5,1519,1465.5,336.735,354.04375,53.5,1,17,16,11.75,6.5625,17,2,4,2,2.25,0.4375,2,57,139,82,85,35,57,0.98,3.98,3,2.92625,1.3171875,3.98,1,2,1,1.75,0.375,2,0,5,5,3.125,2.34375,5,0,5,5,0.625,1.09375,0,0,0,0,0,0,0,1,7,6,5.5,2.25,7,0,1,1,0.25,0.375,0,0,1,1,0.625,0.46875,1,0,5,5,0.625,1.09375,0,0,0,0,0,0,0,1,5,4,1.5,0.875,1,9.7075,16.5933333333,6.8858333333,11.5264691091875,2.53343211205625,9.7075,0,1.97,1.97,1.23125,0.9234375,1.97,0,0.000310120689655,0.000310120689655,3.8765086206875E-05,6.78389008620312E-05,0,15,229,214,93.75,98.4375,15
"Li2VCrP2(O4F)2","mp-759082",3.66400063268381,2.21802996085017,5,-2,14.096875,5.63875,3,24,21,10.3125,4.46875,8,1,93,92,71.5625,23.65625,87,6.941,51.9961,45.0551,21.54744565,9.836917675,15.9994,53.5,2183,2129.5,403.14875,457.223125,54.8,1,17,16,12.8125,4.78125,16,2,4,2,2.375,0.5625,2,57,153,96,87.75,29.4375,66,0.98,3.98,3,2.819375,0.91078125,3.44,1,2,1,1.8125,0.3046875,2,0,5,5,3,1.5,4,0,5,5,0.5,0.875,0,0,0,0,0,0,0,1,7,6,5.3125,1.1953125,6,0,1,1,0.1875,0.3046875,0,0,3,3,1.5,0.875,2,0,7,7,0.75,1.3125,0,0,0,0,0,0,0,1,7,6,2.4375,1.15625,2,9.105,22.5702380952,13.4652380952,12.1738839285625,3.80846540177344,9.105,0,1.97,1.97,0.449375,0.6740625,0,0,0,0,0,0,0,2,229,227,65.375,81.8125,12
"SrLi2Ti6O14","mp-16691",3.61930590078054,1.36430822748754,4,-2,10.4886956521739,5.24434782608696,3,38,35,12.5217391304348,7.16068052930057,8,1,87,86,64.6086956521739,27.2589792060492,87,6.941,87.62,80.679,26.6389391304348,16.3782109640832,15.9994,54.8,1941,1886.2,624.807826086957,723.682192816635,54.8,1,16,15,10.9565217391304,6.1398865784499,16,2,5,3,2.65217391304348,0.907372400756143,2,66,195,129,101.521739130435,43.2438563327032,66,0.95,3.44,2.49,2.62217391304348,0.995614366729678,3.44,1,2,1,1.91304347826087,0.158790170132325,2,0,4,4,2.43478260869565,1.9054820415879,4,0,2,2,0.521739130434783,0.771266540642722,0,0,0,0,0,0,0,1,6,5,4.8695652173913,1.37618147448015,6,0,1,1,0.086956521739131,0.158790170132325,0,0,2,2,1.21739130434783,0.952741020793951,2,0,8,8,2.08695652173913,3.08506616257089,0,0,0,0,0,0,0,0,8,8,3.39130434782609,2.40453686200378,2,9.105,54.23,45.125,13.6968115942,5.59003150598261,9.105,0,0,0,0,0,0,0,2.25333333333E-05,2.25333333333E-05,5.87826086955652E-06,8.68960302456182E-06,0,12,229,217,87.6086956521739,92.0453686200378,12
"NaLi2PO4","mp-558045",3.7587287870523,0.638822291676894,5,-2,11.775,4.71,3,15,12,8,2.5,8,1,87,86,54.375,39.78125,87,6.941,30.973762,24.032762,16.48039141,5.250687115,15.9994,54.8,453.69,398.89,226.84375,172.04375,54.8,1,16,15,10.25,6.9375,16,2,3,1,2.25,0.375,2,66,166,100,99.125,33.125,66,0.93,3.44,2.51,2.355,1.085,3.44,1,2,1,1.625,0.46875,2,0,4,4,2.375,1.78125,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4,2.25,6,0,1,1,0.375,0.46875,0,0,3,3,1.375,1.03125,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.75,0.5625,2,9.105,29.2433333333,20.1383333333,15.1775297618875,6.0725297618875,9.105,0,1.625,1.625,0.203125,0.35546875,0,0,0,0,0,0,0,2,229,227,92.125,102.65625,12
"Li2CaHfF8","mp-16577",6.31969679373027,0.921223969636578,4,-1,12.0333333333333,3.00833333333333,3,72,69,14.1666666666667,10.6111111111111,9,1,93,92,66.5,35.3333333333333,93,6.941,178.49,171.549,32.0364354666667,25.7491881777778,18.9984032,53.5,2506,2452.5,413.031666666667,479.375555555556,53.5,1,17,16,12,6.66666666666667,17,2,6,4,2.5,0.833333333333333,2,57,176,119,88.5833333333333,42.1111111111111,57,0.98,3.98,3,3.00833333333333,1.29555555555556,3.98,1,2,1,1.83333333333333,0.277777777777778,2,0,5,5,3.33333333333333,2.22222222222222,5,0,2,2,0.166666666666667,0.305555555555555,0,0,14,14,1.16666666666667,2.13888888888889,0,1,18,17,6.5,2.58333333333333,7,0,1,1,0.166666666666667,0.277777777777778,0,0,1,1,0.666666666666667,0.444444444444444,1,0,8,8,0.666666666666667,1.22222222222222,0,0,0,0,0,0,0,0,8,8,1.5,1.08333333333333,1,9.7075,37.77,28.0625,14.2347222222167,6.03629629628889,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,83.0833333333333,90.7777777777778,15
"Li2Ca3Be3Si3(O6F)2","mp-560036",3.75630604189109,0.87374182440611,4,-2,10.3376,5.1688,3,20,17,9.36,3.6672,8,1,93,92,67.52,25.2928,87,6.941,40.078,33.137,19.015946096,7.23158587392,15.9994,53.5,1687,1633.5,590.3192,621.850176,54.8,1,17,16,11.28,6.0992,16,2,4,2,2.36,0.5472,2,57,176,119,92.44,31.0528,66,0.98,3.98,3,2.5844,1.044672,3.44,1,2,1,1.92,0.1472,2,0,5,5,2.56,1.7728,4,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4.48,1.8624,6,0,1,1,0.08,0.1472,0,0,4,4,1.52,1.056,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.6,0.96,2,7.89,37.77,29.88,14.406466666664,7.40519466666304,9.105,0,1.97,1.97,0.25036,0.400576,0,0,0,0,0,0,0,12,229,217,102.8,101.216,12
"Li2VFe(P2O7)2","mp-1177778",3.70278655905279,2.90571958916069,5,-2,14.1681818181818,5.66727272727273,3,26,23,10.3181818181818,4.28099173553719,8,1,87,86,75.1363636363636,17.9586776859504,87,6.941,55.845,48.904,21.2979612727273,9.35398003305785,15.9994,54.8,2183,2128.2,315.353636363636,331.613719008264,54.8,1,16,15,13.5909090909091,3.57851239669421,16,2,4,2,2.36363636363636,0.528925619834711,2,66,153,87,86.0454545454546,25.5123966942149,66,0.98,3.44,2.46,2.83363636363636,0.771735537190083,3.44,1,2,1,1.90909090909091,0.165289256198347,2,0,4,4,3.09090909090909,1.15702479338843,4,0,6,6,0.409090909090909,0.743801652892562,0,0,0,0,0,0,0,1,8,7,5.40909090909091,0.987603305785124,6,0,1,1,0.090909090909091,0.165289256198347,0,0,3,3,1.81818181818182,0.661157024793388,2,0,7,7,0.5,0.909090909090909,0,0,0,0,0,0,0,1,7,6,2.40909090909091,0.776859504132232,2,9.105,22.5702380952,13.4652380952,12.4853463203364,4.46183589136777,9.105,0,1.625,1.625,0.295454545454546,0.483471074380165,0,0,2.1106628,2.1106628,0.095939218181818,0.183156689256198,0,2,229,227,49.6363636363636,65.2231404958678,12
"Li2GeN2","mp-1029776",0.723238641563918,0.488099367842909,4,-3,8.04,6.03,3,32,29,10.4,8.64,3,1,82,81,49,38.4,1,6.941,72.64,65.699,22.90708,19.893168,6.941,63.05,1211.4,1148.35,448.976,308.7408,63.05,1,15,14,9.2,6.56,1,2,4,2,2.4,0.64,2,71,128,57,103.6,26.08,71,0.98,3.04,2.06,2.01,0.824,0.98,1,2,1,1.6,0.48,1,0,3,3,1.6,1.28,0,0,10,10,2,3.2,0,0,0,0,0,0,0,1,14,13,5.2,3.52,1,0,1,1,0.4,0.48,0,0,4,4,2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.4,1.12,1,14.76875,23.005,8.23625,17.14583333332,2.343666666672,14.76875,0,6.437,6.437,2.6514,3.02848,0,0,0,0,0,0,0,194,229,35,214.2,16.16,194
"Li2CrF6","mp-1180673",5.88317216888565,4.95942257823849,4,-1,12.2222222222222,3.05555555555556,3,24,21,9.33333333333333,3.25925925925926,9,1,93,92,67.6666666666667,33.7777777777778,93,6.941,51.9961,45.0551,19.9853910222222,7.11349088395062,18.9984032,53.5,2180,2126.5,378.708888888889,433.611851851852,53.5,1,17,16,12.2222222222222,6.37037037037037,17,2,4,2,2.22222222222222,0.395061728395062,2,57,139,82,81.8888888888889,33.1851851851852,57,0.98,3.98,3,3.05555555555556,1.23259259259259,3.98,1,2,1,1.66666666666667,0.444444444444444,2,0,5,5,3.33333333333333,2.22222222222222,5,0,5,5,0.555555555555556,0.987654320987654,0,0,0,0,0,0,0,1,7,6,5.55555555555556,2.02469135802469,7,0,1,1,0.333333333333333,0.444444444444444,0,0,1,1,0.666666666666667,0.444444444444444,1,0,5,5,0.555555555555556,0.987654320987654,0,0,0,0,0,0,0,1,6,5,1.55555555555556,0.987654320987654,1,9.7075,16.5933333333,6.8858333333,11.4024074074,2.30707818928889,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,86.3333333333333,95.1111111111111,15
"Rb2Li2GeO4","mp-8450",3.1148785144505,0.933678869530057,4,-2,8.60888888888889,4.30444444444444,3,37,34,16,12.8888888888889,8,1,87,86,48.5555555555556,40.9382716049383,87,6.941,85.4678,78.5268,35.7172444444444,30.3164148148148,15.9994,54.8,1211.4,1156.6,329.211111111111,251.365925925926,54.8,1,16,15,9.11111111111111,7.20987654320988,16,2,5,3,2.88888888888889,1.18518518518519,2,66,220,154,120,48,66,0.82,3.44,2.62,2.15222222222222,1.14469135802469,3.44,1,2,1,1.55555555555556,0.493827160493827,2,0,4,4,2,1.77777777777778,4,0,10,10,1.11111111111111,1.97530864197531,0,0,0,0,0,0,0,1,14,13,4.66666666666667,3.25925925925926,6,0,1,1,0.444444444444444,0.493827160493827,0,0,4,4,1.33333333333333,1.18518518518519,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.77777777777778,0.691358024691358,2,9.105,90.7225,81.6175,30.4507407407333,26.7874485596741,9.105,0,0.383,0.383,0.042555555555556,0.075654320987654,0,0,0,0,0,0,0,12,229,217,132.111111111111,106.765432098765,12
"Li2CrFeO4","mp-754386",2.91560362399979,1.56913971461378,3,-2,7.20375,4.8025,3,26,23,11,7,8,1,87,86,56.75,30.25,87,6.941,55.845,48.904,23.2150875,15.35273125,15.9994,54.8,2180,2125.2,639.6975,677.90125,54.8,1,16,15,10,6,16,2,4,2,2.5,0.75,2,66,139,73,98.875,32.875,66,0.98,3.44,2.46,2.40125,1.03875,3.44,1,2,1,1.625,0.46875,2,0,4,4,2,2,4,0,6,6,1.375,2.0625,0,0,0,0,0,0,0,1,8,7,5,2,6,0,1,1,0.375,0.46875,0,0,2,2,1,1,2,0,5,5,1.125,1.6875,0,0,0,0,0,0,0,1,6,5,2.5,1.25,2,9.105,16.5933333333,7.4883333333,11.440833333325,2.5762499999875,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.26383285,0.4617074875,0,12,229,217,120.5,108.5,12
"Li2NiF4","mp-35759",5.4796966331915,2.74276085057368,2,-1,5.65428571428571,2.82714285714286,3,28,25,10,5.14285714285714,9,1,93,92,62.1428571428571,35.265306122449,93,6.941,58.6934,51.7524,21.2241446857143,10.7055015183673,18.9984032,53.5,1728,1674.5,407.054285714286,404.062040816326,53.5,1,17,16,11.4285714285714,6.36734693877551,17,2,4,2,2.28571428571429,0.489795918367347,2,57,128,71,86.8571428571429,34.1224489795918,57,0.98,3.98,3,2.82714285714286,1.31755102040816,3.98,1,2,1,1.71428571428571,0.408163265306122,2,0,5,5,2.85714285714286,2.44897959183673,5,0,8,8,1.14285714285714,1.95918367346939,0,0,0,0,0,0,0,1,10,9,5.71428571428571,2.69387755102041,7,0,1,1,0.285714285714286,0.408163265306122,0,0,1,1,0.571428571428571,0.489795918367347,1,0,2,2,0.285714285714286,0.489795918367347,0,0,0,0,0,0,0,1,2,1,1.14285714285714,0.244897959183673,1,9.7075,16.5933333333,6.8858333333,11.7623809523714,2.76054421767347,9.7075,0,1.97,1.97,1.12571428571429,0.964897959183674,1.97,0,0.5953947,0.5953947,0.085056385714286,0.145810946938776,0,15,229,214,106.142857142857,104.163265306122,15
"Li2CdGeS4","mp-1189383",2.3053809353785,1.55424547683612,4,-2,7.99,3.995,3,48,45,18.75,10.625,16,1,88,87,62.875,30.9375,88,6.941,112.411,105.47,40.899125,25.8131875,32.065,388.36,1211.4,823.04,533.305,184.7525,388.36,1,16,15,11.5,5.25,16,2,5,3,3.125,0.6875,3,105,144,39,117.5,12.5,105,0.98,2.58,1.6,1.9975,0.585625,2.58,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,2.5,3.75,0,0,0,0,0,0,0,1,14,13,6.5,3.25,6,0,1,1,0.25,0.375,0,0,4,4,1.5,1.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.75,0.8125,2,16.5933333333,25.786875,9.1935416667,22.354270833325,3.59528645834375,25.786875,0,2.202,2.202,1.148875,1.053125,2.202,0,0,0,0,0,0,70,229,159,144.625,74.625,70
"Li2MgSiO4","mp-11189",3.51466705747717,0.395300415019602,4,-2,9.465,4.7325,3,14,11,8,2.5,8,1,87,86,62,30.5,87,6.941,28.0855,21.1445,16.2837625,4.95574375,15.9994,54.8,1687,1632.2,467.0725,418.96375,54.8,1,16,15,10.25,6.6875,16,2,3,1,2.25,0.375,2,66,141,75,96.5,30.5,66,0.98,3.44,2.46,2.36625,1.07375,3.44,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4,2,6,0,1,1,0.25,0.375,0,0,4,4,1.5,1.125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.75,0.8125,2,9.105,22.89,13.785,14.117083333325,5.012083333325,9.105,0,0.773,0.773,0.096625,0.16909375,0,0,0,0,0,0,0,12,229,217,115.875,103.875,12
"Li2MnP2O7","mp-26413",3.72466669754368,2.28736333736928,5,-2,13.3208333333333,5.32833333333333,3,25,22,9.75,4.29166666666667,8,1,87,86,69.0833333333333,25.5416666666667,87,6.941,54.938045,47.997045,20.23028075,9.36578779166667,15.9994,54.8,1519,1464.2,287.048333333333,270.956388888889,54.8,1,16,15,12.5833333333333,4.79166666666667,16,2,4,2,2.33333333333333,0.5,2,66,139,73,89.25,27.125,66,0.98,3.44,2.46,2.66416666666667,0.905138888888889,3.44,1,2,1,1.83333333333333,0.277777777777778,2,0,4,4,2.83333333333333,1.41666666666667,4,0,5,5,0.416666666666667,0.763888888888889,0,0,0,0,0,0,0,1,7,6,5.08333333333333,1.38888888888889,6,0,1,1,0.166666666666667,0.277777777777778,0,0,3,3,1.66666666666667,0.833333333333333,2,0,5,5,0.416666666666667,0.763888888888889,0,0,0,0,0,0,0,1,5,4,2.25,0.708333333333333,2,9.105,22.5702380952,13.4652380952,12.7124774219917,4.57953886150555,9.105,0,1.625,1.625,0.270833333333333,0.451388888888889,0,0,0.000310120689655,0.000310120689655,2.58433908045833E-05,4.73795498084028E-05,0,2,229,227,63.5833333333333,80.7083333333333,12
"Li2VF6","mp-1177791",4.43305103108559,3.71546149422882,4,-1,12.2088888888889,3.05222222222222,3,23,20,9.22222222222222,3.06172839506173,9,1,93,92,67.3333333333333,34.2222222222222,93,6.941,50.9415,44.0005,19.8682132444444,6.9051748345679,18.9984032,53.5,2183,2129.5,379.042222222222,434.056296296296,53.5,1,17,16,12.1111111111111,6.51851851851852,17,2,4,2,2.22222222222222,0.395061728395062,2,57,153,96,83.4444444444445,35.2592592592593,57,0.98,3.98,3,3.05222222222222,1.23703703703704,3.98,1,2,1,1.77777777777778,0.345679012345679,2,0,5,5,3.33333333333333,2.22222222222222,5,0,3,3,0.333333333333333,0.592592592592593,0,0,0,0,0,0,0,1,7,6,5.44444444444444,2.07407407407407,7,0,1,1,0.222222222222222,0.345679012345679,0,0,1,1,0.666666666666667,0.444444444444444,1,0,7,7,0.777777777777778,1.38271604938272,0,0,0,0,0,0,0,1,7,6,1.66666666666667,1.18518518518519,1,9.7075,16.5933333333,6.8858333333,11.6046296296222,2.52950617282963,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,86.3333333333333,95.1111111111111,15
"Li2FeP2O7","mp-695805",3.05820722573483,2.49454437033702,5,-2,13.4375,5.375,3,26,23,9.83333333333333,4.41666666666667,8,1,87,86,69.3333333333333,25.1666666666667,87,6.941,55.845,48.904,20.3058603333333,9.47915716666667,15.9994,54.8,1811,1756.2,311.381666666667,299.345277777778,54.8,1,16,15,12.6666666666667,4.66666666666667,16,2,4,2,2.33333333333333,0.5,2,66,132,66,88.6666666666667,26.4444444444444,66,0.98,3.44,2.46,2.6875,0.877916666666667,3.44,1,2,1,1.83333333333333,0.277777777777778,2,0,4,4,2.83333333333333,1.41666666666667,4,0,6,6,0.5,0.916666666666667,0,0,0,0,0,0,0,1,8,7,5.16666666666667,1.44444444444444,6,0,1,1,0.166666666666667,0.277777777777778,0,0,3,3,1.66666666666667,0.833333333333333,2,0,4,4,0.333333333333333,0.611111111111111,0,0,0,0,0,0,0,1,4,3,2.16666666666667,0.583333333333333,2,9.105,22.5702380952,13.4652380952,12.7326785714167,4.56607142855555,9.105,0,1.625,1.625,0.270833333333333,0.451388888888889,0,0,2.1106628,2.1106628,0.175888566666667,0.322462372222222,0,2,229,227,64.5833333333333,82.2083333333333,12
"Li2H2SO5","mp-23849",3.48470446762418,2.1201976822649,6,-2,15.684,5.228,1,16,15,6.4,3.52,8,1,92,91,70.9,27.96,87,1.00794,32.065,31.05706,12.795988,7.0572144,15.9994,14.01,453.69,439.68,159.776,163.2824,54.8,1,16,15,10,7.2,16,1,3,2,1.9,0.36,2,31,128,97,75.3,27.02,66,0.98,3.44,2.46,2.614,0.826,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,4,2.4,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.6,0.48,2,6.615,25.786875,19.171875,11.77285416666,4.730995833324,9.105,0,7.853,7.853,1.7908,2.50712,0,0,0,0,0,0,0,12,229,217,97.6,91.12,12
"Li2TeO3","mp-865750",3.29528040543358,1.55461595119092,4,-2,9.58666666666667,4.79333333333333,3,52,49,13.6666666666667,12.7777777777778,8,1,90,89,58.8333333333333,38.5555555555556,87,6.941,127.6,120.659,31.5800333333333,32.0066555555556,15.9994,54.8,722.66,667.86,299.073333333333,244.273333333333,54.8,1,16,15,11,6.66666666666667,16,2,5,3,2.5,0.833333333333333,2,66,138,72,98.6666666666667,32.6666666666667,66,0.98,3.44,2.46,2.39666666666667,1.04333333333333,3.44,1,2,1,1.66666666666667,0.444444444444444,2,0,4,4,2.66666666666667,1.77777777777778,4,0,10,10,1.66666666666667,2.77777777777778,0,0,0,0,0,0,0,1,16,15,6,3.33333333333333,6,0,1,1,0.333333333333333,0.444444444444444,0,0,2,2,1.33333333333333,0.888888888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.66666666666667,0.444444444444444,2,9.105,34.7633333333,25.6583333333,15.8774999999833,6.77249999998333,9.105,0,0.464,0.464,0.077333333333333,0.128888888888889,0,0,0,0,0,0,0,12,229,217,107.666666666667,95.6666666666667,12
"Li2VOF4","mp-1177748",3.75033861707426,3.64570724853794,4,-2,11.475,5.7375,3,23,20,9.125,3.46875,9,1,93,92,63.375,35.53125,93,6.941,50.9415,44.0005,19.6020641,7.834858975,18.9984032,53.5,2183,2129.5,419.8975,457.671875,53.5,1,17,16,11.375,6.78125,17,2,4,2,2.25,0.4375,2,57,153,96,87.875,36.34375,57,0.98,3.98,3,2.86875,1.2540625,3.98,1,2,1,1.75,0.375,2,0,5,5,3,2.25,5,0,3,3,0.375,0.65625,0,0,0,0,0,0,0,1,7,6,5.125,2.09375,7,0,1,1,0.25,0.375,0,0,2,2,0.75,0.5625,1,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,1,7,6,1.875,1.3125,1,9.105,16.5933333333,7.4883333333,11.766458333325,2.72432291665625,9.7075,0,1.97,1.97,0.985,0.985,1.97,0,0,0,0,0,0,12,229,217,94.875,100.59375,15
