"formula","material_ID","Li_Chempot_Min","Li_Chempot_Max","max_oxidation_state","min_oxidation_state","Eng-maxOxi","Eng-minOXi","MagpieData minimum Number","MagpieData maximum Number","MagpieData range Number","MagpieData mean Number","MagpieData avg_dev Number","MagpieData mode Number","MagpieData minimum MendeleevNumber","MagpieData maximum MendeleevNumber","MagpieData range MendeleevNumber","MagpieData mean MendeleevNumber","MagpieData avg_dev MendeleevNumber","MagpieData mode MendeleevNumber","MagpieData minimum AtomicWeight","MagpieData maximum AtomicWeight","MagpieData range AtomicWeight","MagpieData mean AtomicWeight","MagpieData avg_dev AtomicWeight","MagpieData mode AtomicWeight","MagpieData minimum MeltingT","MagpieData maximum MeltingT","MagpieData range MeltingT","MagpieData mean MeltingT","MagpieData avg_dev MeltingT","MagpieData mode MeltingT","MagpieData minimum Column","MagpieData maximum Column","MagpieData range Column","MagpieData mean Column","MagpieData avg_dev Column","MagpieData mode Column","MagpieData minimum Row","MagpieData maximum Row","MagpieData range Row","MagpieData mean Row","MagpieData avg_dev Row","MagpieData mode Row","MagpieData minimum CovalentRadius","MagpieData maximum CovalentRadius","MagpieData range CovalentRadius","MagpieData mean CovalentRadius","MagpieData avg_dev CovalentRadius","MagpieData mode CovalentRadius","MagpieData minimum Electronegativity","MagpieData maximum Electronegativity","MagpieData range Electronegativity","MagpieData mean Electronegativity","MagpieData avg_dev Electronegativity","MagpieData mode Electronegativity","MagpieData minimum NsValence","MagpieData maximum NsValence","MagpieData range NsValence","MagpieData mean NsValence","MagpieData avg_dev NsValence","MagpieData mode NsValence","MagpieData minimum NpValence","MagpieData maximum NpValence","MagpieData range NpValence","MagpieData mean NpValence","MagpieData avg_dev NpValence","MagpieData mode NpValence","MagpieData minimum NdValence","MagpieData maximum NdValence","MagpieData range NdValence","MagpieData mean NdValence","MagpieData avg_dev NdValence","MagpieData mode NdValence","MagpieData minimum NfValence","MagpieData maximum NfValence","MagpieData range NfValence","MagpieData mean NfValence","MagpieData avg_dev NfValence","MagpieData mode NfValence","MagpieData minimum NValence","MagpieData maximum NValence","MagpieData range NValence","MagpieData mean NValence","MagpieData avg_dev NValence","MagpieData mode NValence","MagpieData minimum NsUnfilled","MagpieData maximum NsUnfilled","MagpieData range NsUnfilled","MagpieData mean NsUnfilled","MagpieData avg_dev NsUnfilled","MagpieData mode NsUnfilled","MagpieData minimum NpUnfilled","MagpieData maximum NpUnfilled","MagpieData range NpUnfilled","MagpieData mean NpUnfilled","MagpieData avg_dev NpUnfilled","MagpieData mode NpUnfilled","MagpieData minimum NdUnfilled","MagpieData maximum NdUnfilled","MagpieData range NdUnfilled","MagpieData mean NdUnfilled","MagpieData avg_dev NdUnfilled","MagpieData mode NdUnfilled","MagpieData minimum NfUnfilled","MagpieData maximum NfUnfilled","MagpieData range NfUnfilled","MagpieData mean NfUnfilled","MagpieData avg_dev NfUnfilled","MagpieData mode NfUnfilled","MagpieData minimum NUnfilled","MagpieData maximum NUnfilled","MagpieData range NUnfilled","MagpieData mean NUnfilled","MagpieData avg_dev NUnfilled","MagpieData mode NUnfilled","MagpieData minimum GSvolume_pa","MagpieData maximum GSvolume_pa","MagpieData range GSvolume_pa","MagpieData mean GSvolume_pa","MagpieData avg_dev GSvolume_pa","MagpieData mode GSvolume_pa","MagpieData minimum GSbandgap","MagpieData maximum GSbandgap","MagpieData range GSbandgap","MagpieData mean GSbandgap","MagpieData avg_dev GSbandgap","MagpieData mode GSbandgap","MagpieData minimum GSmagmom","MagpieData maximum GSmagmom","MagpieData range GSmagmom","MagpieData mean GSmagmom","MagpieData avg_dev GSmagmom","MagpieData mode GSmagmom","MagpieData minimum SpaceGroupNumber","MagpieData maximum SpaceGroupNumber","MagpieData range SpaceGroupNumber","MagpieData mean SpaceGroupNumber","MagpieData avg_dev SpaceGroupNumber","MagpieData mode SpaceGroupNumber"
"Li2B8SeO15","mp-1198324",4.49126157099314,2.86629254155531,4,-2,11.1430769230769,5.57153846153846,3,34,31,7.69230769230769,2.37869822485207,8,1,89,88,75.8461538461538,13.8816568047337,87,6.941,78.96,72.019,16.1277307692308,4.83325147928994,15.9994,54.8,2348,2293.2,807.976153846154,947.706982248521,54.8,1,16,15,13.9230769230769,2.55621301775148,16,2,4,2,2.07692307692308,0.14792899408284,2,66,128,62,78.3846153846154,14.2899408284024,66,0.98,3.44,2.46,2.78576923076923,0.754881656804734,3.44,1,2,1,1.92307692307692,0.142011834319527,2,0,4,4,2.76923076923077,1.51479289940828,4,0,10,10,0.384615384615385,0.739644970414201,0,0,0,0,0,0,0,1,16,15,5.07692307692308,1.90532544378698,6,0,1,1,0.076923076923077,0.142011834319527,0,0,5,5,2.76923076923077,1.37278106508876,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.84615384615385,1.32544378698225,2,7.1725,25.92,18.7475,9.73314102563846,2.30055719920651,9.105,0,1.524,1.524,0.499653846153846,0.65339349112426,0,0,0,0,0,0,0,12,229,217,76.1538461538462,78.8047337278107,12
"Li2MnFe(PO4)2","mp-754635",3.15357869701857,2.25157048379566,5,-2,13.3,5.32,3,26,23,10.7857142857143,5.40816326530612,8,1,87,86,69.3571428571429,24.0612244897959,87,6.941,55.845,48.904,22.4719835,11.8346621428571,15.9994,54.8,1811,1756.2,379.312857142857,388.589795918367,54.8,1,16,15,12.5,4.71428571428571,16,2,4,2,2.42857142857143,0.612244897959184,2,66,139,73,90.6428571428571,28.1632653061224,66,0.98,3.44,2.46,2.66,0.891428571428571,3.44,1,2,1,1.85714285714286,0.244897959183673,2,0,4,4,2.71428571428571,1.55102040816327,4,0,6,6,0.785714285714286,1.3469387755102,0,0,0,0,0,0,0,1,8,7,5.35714285714286,1.3469387755102,6,0,1,1,0.142857142857143,0.244897959183673,0,0,3,3,1.57142857142857,0.897959183673469,2,0,5,5,0.642857142857143,1.10204081632653,0,0,0,0,0,0,0,1,5,4,2.35714285714286,0.795918367346939,2,9.105,22.5702380952,13.4652380952,12.3131949331357,4.15348044635102,9.105,0,1.625,1.625,0.232142857142857,0.397959183673469,0,0,2.1106628,2.1106628,0.150783780049261,0.27998271713582,0,2,229,227,71.7142857142857,88.1632653061224,12
"CsLi2Gd4(BO3)5","mp-1197930",3.3154896464865,0.803689115375043,3,-2,7.70555555555556,5.13703703703704,3,64,61,17.1111111111111,16.6995884773663,8,1,87,86,65.9259259259259,25.6652949245542,87,6.941,157.25,150.309,39.6234611814815,41.7620848883402,15.9994,54.8,2348,2293.2,744.998888888889,842.88962962963,54.8,1,16,15,11.8518518518519,5.03429355281207,16,2,6,4,2.74074074074074,1.20713305898491,2,66,244,178,99.7777777777778,43.3744855967078,66,0.79,3.44,2.65,2.56851851851852,0.968312757201646,3.44,1,2,1,1.88888888888889,0.197530864197531,2,0,4,4,2.40740740740741,1.76954732510288,4,0,1,1,0.148148148148148,0.252400548696845,0,0,7,7,1.03703703703704,1.76680384087792,0,1,10,9,5.48148148148148,1.91495198902606,6,0,1,1,0.111111111111111,0.197530864197531,0,0,5,5,2.03703703703704,1.09739368998628,2,0,9,9,1.33333333333333,2.27160493827161,0,0,7,7,1.03703703703704,1.76680384087792,0,1,16,15,4.51851851851852,3.58024691358025,2,7.1725,115.765,108.5925,16.6514506172815,11.904277549155,9.105,0,1.524,1.524,0.282222222222222,0.459917695473251,0,0,0,0,0,0,0,12,229,217,91.5925925925926,88.4362139917695,12
"Li2VF6","mp-777529",4.43305103108559,3.71546149422882,4,-1,12.2088888888889,3.05222222222222,3,23,20,9.22222222222222,3.06172839506173,9,1,93,92,67.3333333333333,34.2222222222222,93,6.941,50.9415,44.0005,19.8682132444444,6.9051748345679,18.9984032,53.5,2183,2129.5,379.042222222222,434.056296296296,53.5,1,17,16,12.1111111111111,6.51851851851852,17,2,4,2,2.22222222222222,0.395061728395062,2,57,153,96,83.4444444444445,35.2592592592593,57,0.98,3.98,3,3.05222222222222,1.23703703703704,3.98,1,2,1,1.77777777777778,0.345679012345679,2,0,5,5,3.33333333333333,2.22222222222222,5,0,3,3,0.333333333333333,0.592592592592593,0,0,0,0,0,0,0,1,7,6,5.44444444444444,2.07407407407407,7,0,1,1,0.222222222222222,0.345679012345679,0,0,1,1,0.666666666666667,0.444444444444444,1,0,7,7,0.777777777777778,1.38271604938272,0,0,0,0,0,0,0,1,7,6,1.66666666666667,1.18518518518519,1,9.7075,16.5933333333,6.8858333333,11.6046296296222,2.52950617282963,9.7075,0,1.97,1.97,1.31333333333333,0.875555555555555,1.97,0,0,0,0,0,0,15,229,214,86.3333333333333,95.1111111111111,15
"Li2VCr(P2O7)2","mp-759663",3.6976629137527,2.30688703455713,5,-2,14.1295454545455,5.65181818181818,3,24,21,10.2272727272727,4.14876033057851,8,1,87,86,74.8636363636364,18.404958677686,87,6.941,51.9961,45.0551,21.1230112727273,9.09950730578512,15.9994,54.8,2183,2128.2,332.126363636364,358.352231404959,54.8,1,16,15,13.5,3.72727272727273,16,2,4,2,2.36363636363636,0.528925619834711,2,66,153,87,86.3636363636364,25.9173553719008,66,0.98,3.44,2.46,2.82590909090909,0.781570247933884,3.44,1,2,1,1.86363636363636,0.235537190082645,2,0,4,4,3.09090909090909,1.15702479338843,4,0,5,5,0.363636363636364,0.661157024793388,0,0,0,0,0,0,0,1,6,5,5.31818181818182,0.929752066115702,6,0,1,1,0.136363636363636,0.235537190082645,0,0,3,3,1.81818181818182,0.661157024793388,2,0,7,7,0.545454545454545,0.991735537190083,0,0,0,0,0,0,0,1,7,6,2.5,0.909090909090909,2,9.105,22.5702380952,13.4652380952,12.5062554112455,4.4485301062438,9.105,0,1.625,1.625,0.295454545454546,0.483471074380165,0,0,0,0,0,0,0,2,229,227,49.6363636363636,65.2231404958678,12
"Li2FeP2O7","mp-540231",3.05820722573483,2.49454437033702,5,-2,13.4375,5.375,3,26,23,9.83333333333333,4.41666666666667,8,1,87,86,69.3333333333333,25.1666666666667,87,6.941,55.845,48.904,20.3058603333333,9.47915716666667,15.9994,54.8,1811,1756.2,311.381666666667,299.345277777778,54.8,1,16,15,12.6666666666667,4.66666666666667,16,2,4,2,2.33333333333333,0.5,2,66,132,66,88.6666666666667,26.4444444444444,66,0.98,3.44,2.46,2.6875,0.877916666666667,3.44,1,2,1,1.83333333333333,0.277777777777778,2,0,4,4,2.83333333333333,1.41666666666667,4,0,6,6,0.5,0.916666666666667,0,0,0,0,0,0,0,1,8,7,5.16666666666667,1.44444444444444,6,0,1,1,0.166666666666667,0.277777777777778,0,0,3,3,1.66666666666667,0.833333333333333,2,0,4,4,0.333333333333333,0.611111111111111,0,0,0,0,0,0,0,1,4,3,2.16666666666667,0.583333333333333,2,9.105,22.5702380952,13.4652380952,12.7326785714167,4.56607142855555,9.105,0,1.625,1.625,0.270833333333333,0.451388888888889,0,0,2.1106628,2.1106628,0.175888566666667,0.322462372222222,0,2,229,227,64.5833333333333,82.2083333333333,12
"Li2VCr(P2O7)2","mp-759506",3.6976629137527,2.30688703455713,5,-2,14.1295454545455,5.65181818181818,3,24,21,10.2272727272727,4.14876033057851,8,1,87,86,74.8636363636364,18.404958677686,87,6.941,51.9961,45.0551,21.1230112727273,9.09950730578512,15.9994,54.8,2183,2128.2,332.126363636364,358.352231404959,54.8,1,16,15,13.5,3.72727272727273,16,2,4,2,2.36363636363636,0.528925619834711,2,66,153,87,86.3636363636364,25.9173553719008,66,0.98,3.44,2.46,2.82590909090909,0.781570247933884,3.44,1,2,1,1.86363636363636,0.235537190082645,2,0,4,4,3.09090909090909,1.15702479338843,4,0,5,5,0.363636363636364,0.661157024793388,0,0,0,0,0,0,0,1,6,5,5.31818181818182,0.929752066115702,6,0,1,1,0.136363636363636,0.235537190082645,0,0,3,3,1.81818181818182,0.661157024793388,2,0,7,7,0.545454545454545,0.991735537190083,0,0,0,0,0,0,0,1,7,6,2.5,0.909090909090909,2,9.105,22.5702380952,13.4652380952,12.5062554112455,4.4485301062438,9.105,0,1.625,1.625,0.295454545454546,0.483471074380165,0,0,0,0,0,0,0,2,229,227,49.6363636363636,65.2231404958678,12
"Li2VOF4","mp-1307846",3.75033861707426,3.64570724853794,4,-2,11.475,5.7375,3,23,20,9.125,3.46875,9,1,93,92,63.375,35.53125,93,6.941,50.9415,44.0005,19.6020641,7.834858975,18.9984032,53.5,2183,2129.5,419.8975,457.671875,53.5,1,17,16,11.375,6.78125,17,2,4,2,2.25,0.4375,2,57,153,96,87.875,36.34375,57,0.98,3.98,3,2.86875,1.2540625,3.98,1,2,1,1.75,0.375,2,0,5,5,3,2.25,5,0,3,3,0.375,0.65625,0,0,0,0,0,0,0,1,7,6,5.125,2.09375,7,0,1,1,0.25,0.375,0,0,2,2,0.75,0.5625,1,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,1,7,6,1.875,1.3125,1,9.105,16.5933333333,7.4883333333,11.766458333325,2.72432291665625,9.7075,0,1.97,1.97,0.985,0.985,1.97,0,0,0,0,0,0,12,229,217,94.875,100.59375,15
"Li2MnFe(PO4)2","mp-759138",3.15357869701857,2.25157048379566,5,-2,13.3,5.32,3,26,23,10.7857142857143,5.40816326530612,8,1,87,86,69.3571428571429,24.0612244897959,87,6.941,55.845,48.904,22.4719835,11.8346621428571,15.9994,54.8,1811,1756.2,379.312857142857,388.589795918367,54.8,1,16,15,12.5,4.71428571428571,16,2,4,2,2.42857142857143,0.612244897959184,2,66,139,73,90.6428571428571,28.1632653061224,66,0.98,3.44,2.46,2.66,0.891428571428571,3.44,1,2,1,1.85714285714286,0.244897959183673,2,0,4,4,2.71428571428571,1.55102040816327,4,0,6,6,0.785714285714286,1.3469387755102,0,0,0,0,0,0,0,1,8,7,5.35714285714286,1.3469387755102,6,0,1,1,0.142857142857143,0.244897959183673,0,0,3,3,1.57142857142857,0.897959183673469,2,0,5,5,0.642857142857143,1.10204081632653,0,0,0,0,0,0,0,1,5,4,2.35714285714286,0.795918367346939,2,9.105,22.5702380952,13.4652380952,12.3131949331357,4.15348044635102,9.105,0,1.625,1.625,0.232142857142857,0.397959183673469,0,0,2.1106628,2.1106628,0.150783780049261,0.27998271713582,0,2,229,227,71.7142857142857,88.1632653061224,12
"Li2MnSiO4","mp-559240",2.78448745562963,1.19429088958006,4,-2,9.585,4.7925,3,25,22,9.625,4.9375,8,1,87,86,60,31.5,87,6.941,54.938045,47.997045,20.112893125,10.6994396875,15.9994,54.8,1687,1632.2,541.5725,530.71375,54.8,1,16,15,10.875,5.90625,16,2,4,2,2.375,0.5625,2,66,139,73,96.25,30.25,66,0.98,3.44,2.46,2.39625,1.04375,3.44,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,5,5,0.625,1.09375,0,0,0,0,0,0,0,1,7,6,4.625,1.96875,6,0,1,1,0.25,0.375,0,0,4,4,1.5,1.125,2,0,5,5,0.625,1.09375,0,0,0,0,0,0,0,1,5,4,2.375,1.0625,2,9.105,20.44,11.335,12.5667816091875,3.98158045975937,9.105,0,0.773,0.773,0.096625,0.16909375,0,0,0.000310120689655,0.000310120689655,3.8765086206875E-05,6.78389008620312E-05,0,12,229,217,118.75,106.75,12
"RbLi2Be2F7","mp-560518",5.92021481144482,0.722485701789886,2,-1,5.63,2.815,3,37,34,9.5,4.58333333333333,9,1,93,92,65.9166666666667,31.9583333333333,93,6.941,85.4678,78.5268,20.8635822,10.7673696333333,18.9984032,53.5,1560,1506.5,392.861666666667,409.322222222222,53.5,1,17,16,10.5,7.58333333333333,17,2,5,3,2.25,0.458333333333333,2,57,220,163,88.9166666666667,37.2361111111111,57,0.82,3.98,3.16,2.815,1.35916666666667,3.98,1,2,1,1.75,0.375,2,0,5,5,2.91666666666667,2.43055555555556,5,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,4.66666666666667,2.72222222222222,7,0,1,1,0.25,0.375,0,0,1,1,0.583333333333333,0.486111111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.833333333333333,0.277777777777778,1,7.89,90.7225,82.8325,17.3034722222167,12.2365046296306,9.7075,0,1.97,1.97,1.14916666666667,0.957638888888889,1.97,0,0,0,0,0,0,15,229,214,98.3333333333333,97.2222222222222,15
"Li2MgTi3O8","mp-774752",3.46326636019912,1.36351340153719,4,-2,10.1171428571429,5.05857142857143,3,22,19,10.5714285714286,5.10204081632653,8,1,87,86,63.9285714285714,26.9489795918367,87,6.941,47.867,40.926,22.1273714285714,11.3423591836735,15.9994,54.8,1941,1886.2,577.984285714286,633.437551020408,54.8,1,16,15,10.2857142857143,6.53061224489796,16,2,4,2,2.5,0.714285714285714,2,66,160,94,100.357142857143,39.265306122449,66,0.98,3.44,2.46,2.52928571428571,1.04081632653061,3.44,1,2,1,1.85714285714286,0.244897959183673,2,0,4,4,2.28571428571429,1.95918367346939,4,0,2,2,0.428571428571429,0.673469387755102,0,0,0,0,0,0,0,1,6,5,4.57142857142857,1.63265306122449,6,0,1,1,0.142857142857143,0.244897959183673,0,0,2,2,1.14285714285714,0.979591836734694,2,0,8,8,1.71428571428571,2.69387755102041,0,0,0,0,0,0,0,0,8,8,3,2.14285714285714,2,9.105,22.89,13.785,12.7847619047571,4.20544217686531,9.105,0,0,0,0,0,0,0,2.25333333333E-05,2.25333333333E-05,4.82857142856429E-06,7.58775510202959E-06,0,12,229,217,95,94.8571428571429,12
"Li2H2SeO5","mp-753960",3.9776335795847,2.63450732897881,6,-2,15.666,5.222,1,34,33,8.2,5.16,8,1,92,91,71,28,87,1.00794,78.96,77.95206,17.485488,12.2949024,15.9994,14.01,494,479.99,170.34,178.072,54.8,1,16,15,10,7.2,16,1,4,3,2,0.4,2,31,128,97,76.8,29.12,66,0.98,3.44,2.46,2.611,0.829,3.44,1,2,1,1.6,0.48,2,0,4,4,2.4,1.92,4,0,10,10,1,1.8,0,0,0,0,0,0,0,1,16,15,5,3.2,6,0,1,1,0.4,0.48,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.6,0.48,2,6.615,25.92,19.305,11.78616666666,4.749633333324,9.105,0,7.853,7.853,1.6505,2.481,0,0,0,0,0,0,0,12,229,217,92,95.6,12
"Li2GePbS4","mp-19896",2.15430756164677,1.72201115128403,4,-2,8.31,4.155,3,82,79,23,17,16,1,88,87,64.25,31.625,88,6.941,207.2,200.259,52.74775,43.586125,32.065,388.36,1211.4,823.04,534.10375,185.950625,388.36,1,16,15,11.75,5.375,16,2,6,4,3.25,0.875,3,105,146,41,117.75,12.75,105,0.98,2.58,1.6,2.0775,0.565625,2.58,1,2,1,1.75,0.375,2,0,4,4,2.5,1.5,4,0,10,10,2.5,3.75,0,0,14,14,1.75,3.0625,0,1,28,27,8.5,6.25,6,0,1,1,0.25,0.375,0,0,4,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2.25,0.875,2,16.5933333333,28.11,11.5166666667,23.431145833325,3.52544270834375,25.786875,0,2.202,2.202,1.148875,1.053125,2.202,0,0,0,0,0,0,70,229,159,148.5,78.5,70
"Li2MnFe(PO4)2","mp-775945",3.15357869701857,2.25157048379566,5,-2,13.3,5.32,3,26,23,10.7857142857143,5.40816326530612,8,1,87,86,69.3571428571429,24.0612244897959,87,6.941,55.845,48.904,22.4719835,11.8346621428571,15.9994,54.8,1811,1756.2,379.312857142857,388.589795918367,54.8,1,16,15,12.5,4.71428571428571,16,2,4,2,2.42857142857143,0.612244897959184,2,66,139,73,90.6428571428571,28.1632653061224,66,0.98,3.44,2.46,2.66,0.891428571428571,3.44,1,2,1,1.85714285714286,0.244897959183673,2,0,4,4,2.71428571428571,1.55102040816327,4,0,6,6,0.785714285714286,1.3469387755102,0,0,0,0,0,0,0,1,8,7,5.35714285714286,1.3469387755102,6,0,1,1,0.142857142857143,0.244897959183673,0,0,3,3,1.57142857142857,0.897959183673469,2,0,5,5,0.642857142857143,1.10204081632653,0,0,0,0,0,0,0,1,5,4,2.35714285714286,0.795918367346939,2,9.105,22.5702380952,13.4652380952,12.3131949331357,4.15348044635102,9.105,0,1.625,1.625,0.232142857142857,0.397959183673469,0,0,2.1106628,2.1106628,0.150783780049261,0.27998271713582,0,2,229,227,71.7142857142857,88.1632653061224,12
"Li2MoO4","mp-1202737",3.92989023287894,1.63141167595834,6,-2,15.3257142857143,5.10857142857143,3,42,39,11.4285714285714,8.73469387755102,8,1,87,86,57.1428571428571,34.1224489795918,87,6.941,95.96,89.019,24.8342285714286,20.3216489795918,15.9994,54.8,2896,2841.2,574.654285714286,663.241632653061,54.8,1,16,15,10.2857142857143,6.53061224489796,16,2,5,3,2.42857142857143,0.73469387755102,2,66,154,88,96.2857142857143,34.6122448979592,66,0.98,3.44,2.46,2.55428571428571,1.01224489795918,3.44,1,2,1,1.57142857142857,0.489795918367347,2,0,4,4,2.28571428571429,1.95918367346939,4,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,6,5,4.57142857142857,2.04081632653061,6,0,1,1,0.428571428571429,0.489795918367347,0,0,2,2,1.14285714285714,0.979591836734694,2,0,5,5,0.714285714285714,1.22448979591837,0,0,0,0,0,0,0,1,6,5,2.28571428571429,1.06122448979592,2,9.105,16.5933333333,7.4883333333,12.1852380952286,3.52027210883265,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,105,106.285714285714,12
"Li2P7(H3N)9","mp-1198596",2.001021952649,1.34449326985561,1,-3,2.31222222222222,6.93666666666667,1,15,14,4.46666666666667,4.29037037037037,1,1,92,91,84.5555555555556,8.93333333333333,92,1.00794,30.973762,29.965822,8.53273364444445,9.17123980839506,1.00794,14.01,453.69,439.68,90.5377777777778,102.828444444444,14.01,1,15,14,5.97777777777778,6.4158024691358,1,1,3,2,1.55555555555556,0.666666666666667,1,31,128,97,55.1333333333333,28.96,31,0.98,3.04,2.06,2.31222222222222,0.291111111111111,2.2,1,2,1,1.35555555555556,0.458271604938272,1,0,3,3,1.06666666666667,1.37481481481482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.42222222222222,1.83308641975309,1,0,1,1,0.644444444444444,0.458271604938272,1,0,3,3,1.06666666666667,1.37481481481482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.71111111111111,0.916543209876543,1,6.615,22.5702380952,15.9552380952,11.1711574074,5.46738888888,6.615,0,7.853,7.853,6.25197777777778,1.99523555555556,7.853,0,0,0,0,0,0,2,229,227,165.688888888889,50.9254320987654,194
"Li2HN","mp-699284",0.580743284605878,0.204931972256351,1,-3,1.8,5.4,1,7,6,3.5,1.75,3,1,92,91,44,43,1,1.00794,14.0067,12.99876,7.22416,3.39127,6.941,14.01,453.69,439.68,246.11,207.58,453.69,1,15,14,4.5,5.25,1,1,2,1,1.75,0.375,2,31,128,97,89.5,38.5,128,0.98,3.04,2.06,1.8,0.82,0.98,1,2,1,1.25,0.375,1,0,3,3,0.75,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,1.5,1,0,1,1,0.75,0.375,1,0,3,3,0.75,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.5,0.75,1,6.615,16.5933333333,9.9783333333,13.64260416665,3.513802083325,16.5933333333,0,7.853,7.853,3.5725,3.5725,0,0,0,0,0,0,0,194,229,35,211.5,17.5,229
"Li2CoSiO4","mp-764957",3.21410902074274,1.89994098605326,4,-2,9.75,4.875,3,27,24,9.875,5.3125,8,1,87,86,60.75,30.5625,87,6.941,58.933195,51.992195,20.612286875,11.4485303125,15.9994,54.8,1768,1713.2,572.6975,577.40125,54.8,1,16,15,11.125,5.59375,16,2,4,2,2.375,0.5625,2,66,128,62,94.625,28.625,66,0.98,3.44,2.46,2.4375,1.0025,3.44,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,1,9,8,4.875,2.15625,6,0,1,1,0.25,0.375,0,0,4,4,1.5,1.125,2,0,3,3,0.375,0.65625,0,0,0,0,0,0,0,1,4,3,2.125,0.6875,2,9.105,20.44,11.335,12.536458333325,4.00432291665625,9.105,0,0.773,0.773,0.096625,0.16909375,0,0,1.5484712,1.5484712,0.1935589,0.338728075,0,12,229,217,115.875,103.875,12
"Li2Ti3MnO8","mp-775865",2.89617314641426,1.43826218675405,4,-2,10.1857142857143,5.09285714285714,3,25,22,11.5,6.42857142857143,8,1,87,86,62.7857142857143,27.6734693877551,87,6.941,54.938045,47.997045,24.3154460714286,14.4681801020408,15.9994,54.8,1941,1886.2,620.555714285714,694.25387755102,54.8,1,16,15,10.6428571428571,6.12244897959184,16,2,4,2,2.57142857142857,0.816326530612245,2,66,160,94,100.214285714286,39.1020408163265,66,0.98,3.44,2.46,2.54642857142857,1.02122448979592,3.44,1,2,1,1.85714285714286,0.244897959183673,2,0,4,4,2.28571428571429,1.95918367346939,4,0,5,5,0.785714285714286,1.12244897959184,0,0,0,0,0,0,0,1,7,6,4.92857142857143,1.52040816326531,6,0,1,1,0.142857142857143,0.244897959183673,0,0,2,2,1.14285714285714,0.979591836734694,2,0,8,8,2.07142857142857,2.95918367346939,0,0,0,0,0,0,0,1,8,7,3.35714285714286,2.22448979591837,2,9.105,16.69,7.585,11.89887520525,3.39461294862143,9.105,0,0,0,0,0,0,0,0.000310120689655,0.000310120689655,2.69800492610643E-05,4.04486629134194E-05,0,12,229,217,96.6428571428571,96.734693877551,12
"KLi2(HO)3","mp-1188395",3.11340647196922,0.947492742479519,1,-2,2.18888888888889,4.37777777777778,1,19,18,5.77777777777778,4.41975308641975,1,1,92,91,60.2222222222222,39.037037037037,87,1.00794,39.0983,38.09036,11.5558133333333,9.0829437037037,1.00794,14.01,453.69,439.68,161.148888888889,168.991851851852,14.01,1,16,15,6,6.66666666666667,1,1,4,3,1.88888888888889,0.592592592592593,1,31,203,172,83.3333333333333,46.4444444444444,31,0.82,3.44,2.62,2.18888888888889,0.841481481481481,2.2,1,2,1,1.33333333333333,0.444444444444444,1,0,4,4,1.33333333333333,1.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,2.66666666666667,2.22222222222222,1,0,1,1,0.666666666666667,0.444444444444444,0,0,2,2,0.666666666666667,0.888888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.33333333333333,0.444444444444444,1,6.615,73.1066666667,66.4916666667,17.0503703703667,12.4569547325185,6.615,0,7.853,7.853,2.61766666666667,3.49022222222222,0,0,0,0,0,0,0,12,229,217,145,88.6666666666667,12
"Li2VCrP2(HO5)2","mp-759948",2.84002760144508,2.09570283048839,5,-2,13.4527777777778,5.38111111111111,1,24,23,9.16666666666667,4.48148148148148,8,1,92,91,73.1666666666667,21.7407407407407,87,1.00794,51.9961,50.98816,18.9320557777778,9.90632232098765,15.9994,14.01,2183,2168.99,360.055555555556,425.573086419753,54.8,1,16,15,11.3888888888889,5.92592592592593,16,1,4,3,2.22222222222222,0.567901234567901,2,31,153,122,82.4444444444444,29.7037037037037,66,0.98,3.44,2.46,2.69055555555556,0.832716049382716,3.44,1,2,1,1.72222222222222,0.401234567901235,2,0,4,4,2.55555555555556,1.7037037037037,4,0,5,5,0.444444444444444,0.790123456790124,0,0,0,0,0,0,0,1,6,5,4.72222222222222,1.65432098765432,6,0,1,1,0.277777777777778,0.401234567901235,0,0,3,3,1.44444444444444,0.962962962962963,2,0,7,7,0.666666666666667,1.18518518518519,0,0,0,0,0,0,0,1,7,6,2.38888888888889,1.04938271604938,2,6.615,22.5702380952,15.9552380952,11.4892857142778,3.76563492062346,9.105,0,7.853,7.853,1.05311111111111,1.63817283950617,0,0,0,0,0,0,0,2,229,227,79.3333333333333,92,12
