Material,Predicted log Conductivity
Li6FeO4,-2.8230936278154815
Li6TeO6,-3.2369659556911086
Li6Nd(BO3)3,-3.9253708094100515
Li6V3P8O29,-2.884619889833013
Li6Zn3(PS4)4,-3.1772864859581715
Li6CaCeO6,-2.6585388537305215
Li6MoN4,-2.865793676917072
Li6Mn5Fe(BO3)6,-5.137286717792332
RbNaLi6(SiO4)2,-3.3844801523330887
Li6Gd(BO3)3,-3.433767174880158
Li6MnFe5(BO3)6,-5.012902406798245
Li6Zr2O7,-1.491208075302766
Li6Zn3(PS4)4,-3.1772864859581715
Li6WO6,-2.633759518012558
Li6Zn3(PS4)4,-3.1772864859581715
Li6Ti2O7,-1.545905968756368
Li6MnS4,-2.938520368333802
Li6Ti8Ni(PO5)8,-1.4250881557568413
Li6Zn3(PS4)4,-3.1772864859581715
Li6Mn5Fe(BO3)6,-5.137286717792332
Li6WN4,-3.049165031134734
Li6Zn3(PS4)4,-3.1772864859581715
Li6Cr9(PO4)8,-4.016509610044066
Li6ZrBeF12,-1.563896414047073
Li6MnO4,-2.54312365995497
Li6Zn3(PS4)4,-3.1772864859581715
Li6Hf2O7,-1.6516202742258466
Sr3Li6Nb2O11,-2.386804134614122
Li6MnFe5(BO3)6,-5.012902406798245
Li6Zn3(PS4)4,-3.1772864859581715
Li6V3P8O29,-2.884619889833013
Rb5Li6(BO2)11,-4.538330974208099
Li6AsS5I,-1.1575356483896087
Li6Zn3(PS4)4,-3.1772864859581715
Li6Mn5Fe(BO3)6,-5.137286717792332
Li6UO6,-2.722924754661959
Li6Br3N,-1.5651805479843075
RbLi6B2O6F,-3.590809619582783
Li6Mn5Fe(BO3)6,-5.137286717792332
Li6Mn5Fe(BO3)6,-5.137286717792332
Li6ZnO4,-2.5777816682571837
Li6Zn3(PS4)4,-3.1772864859581715
Li6Co5(P2O7)4,-3.5505149356990287
Li6Br3N,-1.5651805479843075
Li6Zn3(PS4)4,-3.1772864859581715
Li6NiOF6,-2.9546737798146783
Li6Zn3(PS4)4,-3.1772864859581715
KLi6TaO6,-2.2399346841980647
Li6V2OF11,-1.8879111238312087
Li6V3P8O29,-2.884619889833013
Li6Si2O7,-3.040053046004762
Li6Br3N,-1.5651805479843075
Li6Tm(BO3)3,-3.53054349477657
Li6Er(BO3)3,-3.5945219291975583
Li6I3N,-1.9654072641607763
Li6MnFe5(BO3)6,-5.012902406798245
Li6Mn5Fe(BO3)6,-5.137286717792332
Li7Br3O2,-1.858776071371502
Li7Mn8(BO3)8,-5.094806475863972
Li7Fe8(BO3)8,-4.96797175445277
Li7SbO6,-3.135660533004971
Li7Nd3Zr2O12,-1.8885876073759436
RbLi7(SiO4)2,-3.3595933015330006
Li7IN2,-2.6185406935690363
Li7Mn(BO3)3,-3.9836332636578806
Li7VN4,-2.7437363310664127
Li7VGeO8,-3.3124619928107313
Li7BiO6,-2.599960161446249
Li7La3Hf2O12,-1.6642073853565584
Li7Ti12NbO30,-2.3757368328954085
Li7BiO6,-2.599960161446249
Li7Fe4(PO4)6,-3.9536298415442737
Li7Zr3Nb(TeO6)4,-3.1758766722043843
KLi7(H2N)8,-2.684496131541235
Li7SbO6,-3.135660533004971
Na9Li7V16O48,-1.9909871972691264
Li7La3Zr2O12,-0.7298656939081574
Li7Cr7P6(O8F)3,-3.6358435537318976
Li7H5N4,-2.026328276829847
Li7Fe4(P2O7)4,-4.024062823130105
Li7Zr3Nb(TeO6)4,-3.1758766722043843
Li7La3(SnO6)2,-2.191924737138298
Li7TaN4,-2.383743829828238
Li7VN4,-2.7437363310664127
Li7SbN4,-3.5230855891276422
Li7Mn8(BO3)8,-5.094806475863972
Li7NbN4,-3.144239860477728
Li7Y7ZrS16,-2.4407941000693527
Li7Fe4(P2O7)4,-4.024062823130105
Li7PN4,-2.457465627274265
Li7P3S11,-2.8462719933123246
Li7VN4,-2.7437363310664127
Li7Mn8(BO3)8,-5.094806475863972
NaLi7Fe8(SiO3)16,-4.614391368952385
Li8Mn5Fe3(BO3)8,-5.136930169866561
Li8GeO6,-2.817567757346517
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8MnFe7(BO3)8,-4.998768063981867
Li8MnO5F,-2.4121159622295245
Li8MnFe7(BO3)8,-4.998768063981867
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8WO6,-2.629400744116305
Li8SiO6,-2.72783376564856
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li8ZrO6,-2.564875588797879
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8CoO5F,-2.802201847347296
Li8MnFe7(BO3)8,-4.998768063981867
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn5Fe3(BO3)8,-5.136930169866561
Li8MnFe7(BO3)8,-4.998768063981867
Li8Mn5Fe3(BO3)8,-5.136930169866561
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li8SnO6,-2.9785242683050694
Li8FeO5F,-2.66329348454531
Li8MnFe7(BO3)8,-4.998768063981867
Li8VO6,-2.486111826674345
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8TeN2,-3.0067065275001648
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li8MnFe7(BO3)8,-4.998768063981867
Li8CeO6,-2.8411345072067826
Li8MnFe7(BO3)8,-4.998768063981867
Li8Mn5Fe3(BO3)8,-5.136930169866561
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li8Nb2O9,-2.9384009262008446
Li8Mn5Fe3(BO3)8,-5.136930169866561
Li8HfO6,-2.261924155158506
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8VO6,-2.486111826674345
Li8ScFe7(SiO3)16,-3.69404287501301
Li8MnFe7(BO3)8,-4.998768063981867
Li8MnFe7(BO3)8,-4.998768063981867
Li8TiS6,-2.4020228861043837
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn5Fe3(BO3)8,-5.136930169866561
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li8TiO6,-2.4159073271095766
Li8Mn5Fe3(BO3)8,-5.136930169866561
Li8MnFe7(BO3)8,-4.998768063981867
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li8MnFe7(PO4)8,-3.8868668196172864
Li8MnFe7(BO3)8,-4.998768063981867
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8SeN2,-2.3247469262829377
Li8PtO6,-3.0644633758990794
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn5Fe3(BO3)8,-5.136930169866561
Li8MnFe7(BO3)8,-4.998768063981867
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li8PbO6,-2.921383037886721
Li8MnFe7(BO3)8,-4.998768063981867
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn5Fe3(BO3)8,-5.136930169866561
Li8MnFe7(BO3)8,-4.998768063981867
Li8Bi2(MoO4)7,-3.598172474868514
Li8Sc5Fe3(SiO3)16,-3.6132150842848
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li8MnFe7(PO4)8,-3.8868668196172864
Li8Mn5Fe3(BO3)8,-5.136930169866561
Li8Mn7Fe(BO3)8,-5.137286717792332
Li8CrO6,-2.4405318451191054
Li8MnFe7(BO3)8,-4.998768063981867
Li8MnFe7(BO3)8,-4.998768063981867
Li8Mn5Fe3(BO3)8,-5.136930169866561
Li8Mn3Fe5(BO3)8,-5.02876033502106
Li9Fe3P8O29,-4.174361186349792
NaLi9Fe10(SiO3)20,-4.629370004222619
Li9S3N,-2.4442409898541637
Li9P8W3O29,-3.2271311147199335
Li9Nd2(PS4)5,-3.2552349832326684
Li9Cr3P8O29,-4.029409380296999
Li9Mg3P4O16F3,-2.3386216922840424
Li9V3P8O29,-3.102810643003988
Li9Nd6Sb3TeO24,-2.8374146735315433
Li9Al3P8O29,-3.6952091908420854
Li9Ga3P8O29,-4.586867810978028
Li9Co3P8O29,-4.031167142826462
Li9Co3P8O29,-4.031167142826462
Li9V3P8O29,-3.102810643003988
Li9V3P8O29,-3.102810643003988
Li10Zn7(PS4)8,-3.037748237412357
Li10Zn7(PS4)8,-3.037748237412357
Li10Zn(PS4)4,-3.3316901980069322
Li10Sn(PS6)2,-2.9778612348152453
Li10Zn4O9,-3.2588930040246913
Li10Si(PS6)2,-2.915668930914204
Li10Zn3(GeO4)4,-3.730707298798913
Li10Zn(PS4)4,-3.3316901980069322
Li10Zn(PS4)4,-3.3316901980069322
Li10Zn(PS4)4,-3.3316901980069322
Li10Zn(PS4)4,-3.3316901980069322
Li10Zn(PS4)4,-3.3316901980069322
Li10Zn(PS4)4,-3.3316901980069322
Li10Zn7(PS4)8,-3.037748237412357
Li10Mg7Cl24,-2.406836967027614
Li10Zn(PS4)4,-3.3316901980069322
Li10Ge(PS6)2,-3.155527641154984
Li10Ge(PS6)2,-3.155527641154984
Li10Zn(PS4)4,-3.3316901980069322
Li10Zn(PS4)4,-3.3316901980069322
Li10Si(PS6)2,-2.915668930914204
Li10Zn(PS4)4,-3.3316901980069322
Li10Mg12Fe(PO4)12,-3.96358336512625
Li10B14Cl2O25,-5.488833734597735
Li10Sc9Fe(SiO3)20,-3.552773176733956
Li10Zn(PS4)4,-3.3316901980069322
Li10Si2PbO10,-3.6350079656971452
Li11Fe12(BO3)12,-4.974806440192632
Li12Nb14ZnO42,-2.893679191240027
RbNa3Li12(SiO4)4,-3.287899986730663
Li12Nb14ZnO42,-2.893679191240027
Li12Mn11Fe(PO4)12,-3.605817140168327
CsKNa2Li12(SiO4)4,-3.5003527061859323
RbNa3Li12Ti4O16,-2.0493173327054066
CsNa3Li12(GeO4)4,-3.5397987243624005
K2Li14Zr3O14,-2.0889929189327026
Rb2Li14Pb3O14,-2.7574229942081843
Li14Mn2S9,-2.719913715875183
Li14Nd5Si11N19O7F2,-4.076389280706662
Li14P2(N2O)3,-2.538017103784997
K2Li14Pb3O14,-2.7100535950946103
Li14Ni9(P2O7)8,-3.902718136389735
Li15H9N8,-2.1143769933476904
NaLi15V16O48,-1.9041028579458912
Li15Ti11Nb5O42,-1.9159130424735864
Li15W7N19,-2.98852418365075
Li16Mn15Fe(PO4)16,-3.605817140168327
Li16Nb2N8O,-2.5670425323943338
Li16Ta2N8O,-1.8093719717893302
Li24Ti11CrO36,-1.8865911844315124
Li24Mn11CrO36,-3.0214454404312194
Li24Mn11CrO36,-3.0214454404312194
CsLi3Cl4,-2.036905826055935
Cs3Li2Cl5,-2.8051756020479854
Li5CrCl8,-2.234048154216451
Li2MnF6,-3.3310246621360555
Li2.66MnF5.33,-3.2172099984432743
LiGaBr4,-3.386830954942324
RbLi2Be2F7,-2.2565064069441645
LiVF6,-2.7993219566095893
Li2VF5,-2.644753776938482
CsLi2Cl3,-2.3694548176651082
Li9Cr3P8O29,-4.029409380296999
Li12Cr3P8O26,-3.569175348555741
Li6V3Fe(PO4)6,-3.41258757259092
Li4.5TiO3.25  ,-1.578821754490103
Li6ZrBeF12,-1.563896414047073
Li7CeO6,-2.8693529780519857
Li7TiO6,-2.728183447040167
Li1.77BeF4,-2.0202686643740058
Na2.5Li2.25Sc2F12,-1.675314825666381
Li9Zn4O9,-3.4613316886392966
Li11.5Zn4O7.5,-3.0280773538180985
LiGaI4,-3.3291456901924508
Li2VCl5,-2.1375838592096974
